,publish_date,headline_category,headline_text,Label
1675,20161227,city.goa,26 Sidharth Wonderwall Music Festival,0
1676,20161228,city.mysuru,Mysuru cops shine in photography contest,0
1677,20170102,entertainment.hindi.bollywood.news,Deepika Padukone nervous yet excited about Hollywood debut,0
1678,20170104,city.noida,Ghaziabad schools to remain shut till January 8,0
1679,20170105,nri.community,Indian community eyes doubling representation in US Congress,0
1680,20170106,sports.racing,Mallya's Force India to launch F1 car at Silverstone,0
1681,20170108,entertainment.hindi.bollywood.news,When fans chased Aditya Roy Kapur and Shraddha Kapoor ..,0
1682,20170108,city.ranchi,Ranchi LPG dealers go cashless,0
1683,20170110,city.ahmedabad,Ahmedabad boy cracks CAT; scores in 99.85th percentile,0
1684,20170110,home.education,20 of 1.95 lakh candidates get perfect score in CAT 2016,0
1685,20170113,india,Government and RBI on same page on demonetisation; finance panel told,1
1686,20170115,city.agra,Special arrangements to make voting a pleasant experience for differently-abled,0
1687,20170119,city.delhi,Nitibha Kaul: I don't feel like a celebrity; just a normal girl visiting her college,0
1688,20170121,life-style.health-fitness.health-news,Less sugar; more wellness,0
1689,20170123,nri.community,Indian-origin IT techie critically injured in Australia road rampage,0
1690,20170124,city.nagpur,Two murders; including 'supari killing' of dreaded goon; keep cops on toes,0
1691,20170125,city.lucknow,With Maurya; Rajbhar in fray; outsiders score well,0
1692,20170126,city.hyderabad,Engineering student's pal takes car wheel; mows down student,0
1693,20170201,city.hyderabad,A walk in support of a diabetes-free India,0
1694,20170204,city.bareilly,Santosh Gangwar's name missing from voters' list,0
1695,20170207,india,No casualties in Uttarakhand earthquake,1
1696,20170208,city.jaipur,Govt spends more on teachers' salaries; less on infra development,0
1697,20170209,city.chandigarh,mann urges ls speaker to expunge pms derogatory remark against him,0
1698,20170209,city.visakhapatnam,Tourism investors' meet held,0
1699,20170209,city.ahmedabad,Why no nod for poker; HC asks Surat cops,0
1700,20170218,city.pune,School bus veers off; falls into ditch,0
1701,20170218,city.jaipur,Government flip-flops on NREGA irk rural poor,0
1702,20170219,city.ahmedabad,Revised policy promises to offer bonanza,0
1703,20170221,city.aurangabad,Govt intervention sought to bring down cost,0
1704,20170223,city.chennai,Chennai to remain hot and dry till end of February,0
1705,20170225,elections.assembly-elections.uttar-pradesh.news,PM Modi: Kanpur rail tragedy; conspiracy from across border,0
1706,20170227,sports.football,Immobile; Bacca spot-on for Lazio and Milan,0
1707,20170301,city.hyderabad,Now; TJAC faces revolt from within,0
1708,20170302,entertainment.hindi.bollywood.news,Arbaaz Khan: Success and recognition came to me late in life,0
1709,20170302,city.pune,Homemakers; businesswomen dominate PMC,0
1710,20170303,city.bengaluru,Man who stole 151 laptops and set up store for sale held,0
1711,20170304,city.delhi,DCW officer transferred to south corpn,0
1712,20170306,business.international-business,IFR Markets ForexWatch Asia Regional Daily Briefing,0
1713,20170310,business.international-business,SunPower puts large Chilean solar plant up for sale -sources,0
1714,20170314,sports.cricket.news,BCCI says 'no' to World Test Championship,0
1715,20170315,business.international-business,Energy drags on Wall St as oil falls further; airlines slide,0
1716,20170316,city.hyderabad,Low literacy may impede Telangana from competing with Maha; Guj,0
1717,20170317,city.surat,Income tax employees join nationwide strike,0
1718,20170321,city.goa,Former St Cruz MLA Babush to join Congress; says 'ready' to take on Bhai,0
1719,20170322,city.vadodara,Over 2;000 CCTVs to keep watch on offenders in city,0
1720,20170324,city.thiruvananthapuram,Toms College of Engg gets green light from AICTE,0
1721,20170329,city.surat,Process begins for acquisition of 63 hectare land,0
1722,20170329,business.international-business,Brain implant lets paralyzed man feed himself using his thoughts,0
1723,20170404,city.mumbai,Attendants have always fleeced us: Motorists,0
1724,20170406,city.noida,Relief for Footwear Design & Development Institute as LS passes bill,0
1725,20170408,tv.news.tamil,I am lucky to be part of all innovative shows,0
1726,20170408,city.bengaluru,'I couldn't believe MP Tarun Vijay actually said it',0
1727,20170411,city.chandigarh,Couple held for rape of minor,0
1728,20170415,city.pune,Maha tigers lure tourists away from MP,0
1729,20170418,city.delhi,Delhi 'enjoying' life; but losing its heart,0
1730,20170418,home.education,JNU; DU may get financial autonomy,0
1731,20170419,city.pune,Sus banks on rainwater to tide over crisis,0
1732,20170420,city.chandigarh,No internal complaints meet for female Gurgaon cops yet,0
1733,20170422,city.navi-mumbai,redevpt bldrs cant promise residents extra fsi nmmc,0
1734,20170423,sports.boxing,Unbeaten Charlo KOs Hatley to keep crown,0
1735,20170424,city.delhi,Delhi court rapped over procedure,0
1736,20170429,city.noida,Despite ban; 300 cracker factories; godowns here,0
1737,20170506,city.delhi,'Don't think PSO involved',0
1738,20170507,city.pune,Yuppies take to insuring items of monetary; sentimental value,0
1739,20170508,city.bengaluru,Ex-MLA uploads porn video; removed from WhatsApp group,0
1740,20170509,city.vijayawada,Guntur tops in Polycet,0
1741,20170510,city.mumbai,Judge denies leniency to woman who mowed down senior citizen,0
1742,20170511,city.nashik,Suspense galore as parties go slow on declaring names,0
1743,20170512,india,Congress's alliance idea faces first test in Gujarat,1
1744,20170513,city.goa,SIT seeks custodial interrogation of Kamat in mining case,0
1745,20170515,city.pune,Pre-monsoon showers a taste of what's to come,0
1746,20170518,business.international-business,Countdown starts on global overhaul of insurance accounting,0
1747,20170522,city.pune,Pune Mahanagar Parivahan Mahamandal Limited officials gear up for 'surprise inspection' drive,0
1748,20170522,business.international-business,india ratings for indian debt instruments may 22,0
1749,20170523,city.ludhiana,Ludhiana arhitects to attend Arcasia,0
1750,20170525,city.delhi,'Mini blasts' spark panic on Metro,0
1751,20170528,india,PM Modi to embark on 4-nation tour tomorrow,1
1752,20170530,city.puducherry,Rs 120 crore for SC/ST girl students remains unused,0
1753,20170602,city.bengaluru,UPSC results: Sacrifices; sleepless nights behind toppers' success,0
1754,20170602,city.nagpur,Bird count in Pench on June 6; 7,0
1755,20170615,city.delhi,Elderly share painful tales try to create awareness,0
1756,20170619,city.shimla,IIT Mandi students 'clean up Himalayas',0
1757,20170621,india,Ram mandir issue: VHP brings in temple stones,1
1758,20170622,city.pune,Fun; study & self-restraint must for college survival; say experts,0
1759,20170626,world.us,Claiming global support Modi talks tough - via Attock - on terrorism,0
1760,20170702,entertainment.english.hollywood.news,Edgar Wright said he will never watch 'Ant-Man',0
1761,20170704,city.delhi,Braving filth and stink; they have little time for courtesies and smiles,0
1762,20170704,city.delhi,Dheeraj Dhoopar is following Virat Kohli for his next TV show,0
1763,20170705,india,Many in opposition find merit in Nitish's call,1
1764,20170706,city.mumbai,Cannot equate Taher's role with 'main brain' Tiger; says defence,0
1765,20170707,city.thiruvananthapuram,Lower rates or face action; Thomas Isaac tells hoteliers,0
1766,20170708,entertainment.hindi.bollywood.news,So Fetch: Priyanka Chopra and her 'mean girls' step out in Paris,0
1767,20170708,city.ludhiana,Arrest warrants against bollywood actor Rakhi Sawant,0
1768,20170711,entertainment.english.hollywood.news,John Oliver joins the cast of 'Lion King' remake,0
1769,20170713,business.india-business,NII growth helps Indusind post 26% jump in Q1 net at Rs 836 cr,0
1770,20170714,city.goa,Salmona spring to get facelift to attract tourists,0
1771,20170715,tv.news.hindi,Much in love Anita Hassanandani posts an adorable video with husband Rohit Reddy; watch,0
1772,20170715,city.chennai,Bill introduced in TN assembly for creation of rent authority,0
1773,20170716,city.delhi,F.I.R. against SRCC student for slapping professor,0
1774,20170716,city.kolkata,Hills agitators torch panc office; attack cop convoy,0
1775,20170721,life-style.home-garden,dcor trends you could try,0
1776,20170722,city.kolkata,Fire safety tools only for building clearance,0
1777,20170723,city.bengaluru,Govt school adopts mobile app to record students' attendance,0
1778,20170726,city.chandigarh,Khaira visits family of farmer who committed suicide,0
1779,20170729,city.mumbai,Ghatkopar building 'architect' was an interior designer,0
1780,20170730,city.jaipur,Engineering student hangs self in Kota,0
1781,20170731,business.international-business,RBI data on Indian forex turnover: Jul 10 to Jul 14,0
1782,20170802,city.kolkata,Fine go-slow on Day 1 of new traffic regime,0
1783,20170804,city.pune,Action against open defecation,0
1784,20170805,entertainment.hindi.bollywood.news,Fans cheer as 'Jab Harry Met Sejal' stars descend on Gurgaon University,0
1785,20170812,world.china,Storms disrupt Beijing flights; authorities warn of flash flooding; landslides,0
1786,20170813,business.international-business,Top UK ministers: Brexit transition cannot be back door to staying in EU,0
1787,20170814,city.hyderabad,Meet the Hyderabadi patriots on two-wheels,0
1788,20170814,business.international-business,Philippine 91-day T-bill rate edges down to 2.161 pct,0
1789,20170816,entertainment.hindi.bollywood.news,Pic: Celina Jaitly shares a breathtaking pregnancy selfie at the gym,0
1790,20170817,city.bengaluru,KIA runway upgraded; some flights may be delayed today,0
1791,20170819,business.international-business,Wall St Week Ahead-Shift from non-GAAP bottom lines could be good for stock prices,0
1792,20170820,world.rest-of-world,Iraq starts offensive to take back Tal Afar from Islamic State,0
1793,20170908,city.noida,Two-year-old girl crushed to death by SUV,0
1794,20170911,business.international-business,Avocet to resume talks over Burkina Faso gold mine,0
1795,20170912,city.patna,Poor happy with notebandi; says CM,0
1796,20170913,city.kolkata,Tamang speaks for Morcha at meet; MLAs lend support,0
1797,20170914,business.international-business,Vietnam dong; gold and interbank rates - Sept 14,0
1798,20170917,city.chandigarh,Rohingyas crisis: Pak Sikhs; Hindus ask Pope to use influence,0
1799,20170926,city.thiruvananthapuram,Housing zone for Keralites in Sharjah,0
1800,20170930,entertainment.hindi.bollywood.news,Pic: Varun Dhawan shares his admiration for Salman Khan before 'Judwaa 2' release,0
1801,20171005,city.bhopal,Adampur may settle for MSW as decibels grow against abattoir,0
1802,20171006,city.delhi,HC: Decide fast on plea for artificial limb,0
1803,20171007,entertainment.hindi.bollywood.news,Farhan Akhtar: A film like 'Dil Chahta Hai' happens rarely in a director's life,0
1804,20171009,city.kolkata,Fan favourite: Fifa-special buses steal the show,0
1805,20171012,city.indore,Pangolin found and rescued in Shujalpur town,0
1806,20171015,city.rajkot,Passing out parade of electrical specialisation course held at INS Valsura,0
1807,20171016,city.ahmedabad,App to cut passport verification time,0
1808,20171020,business.international-business,BOJ's Kuroda warns of weak profitability at regional banks,0
1809,20171020,city.hubballi,BJP leader's son electrocuted in Hubballi,0
1810,20171026,sports.football,Football: Italian league table,0
1811,20171030,india,Portal to help track uninsured vehicles,1
1812,20171102,business.international-business,Tech companies join support of 'Dreamers;' challenging Trump,0
1813,20171102,city.surat,Rahul to rush to Rae Bareli,0
1814,20171105,city.mumbai,Metro work & morchas replace Harris & Giles at Azad Maidan,0
1815,20171105,city.coimbatore,Knitwear capital diversifies to jute; grooms people in manufacturing,0
1816,20171106,business.international-business,United weighs purchase of new Boeing 767 passenger jets -WSJ,0
1817,20171107,business.international-business,U.S. cash soyoil - Nov. 6,0
1818,20171114,business.international-business,CBOT corn drifts lower as soybeans; wheat weigh,0
1819,20171120,city.ahmedabad,M S University objects to Rs 150 being charged for walks; refuses nod for kalabhavan event,0
1820,20171121,city.goa,Basilica rector wary of security issues,0
1821,20171125,city.delhi,AAP to celebrate 5 years of 'revolution',0
1822,20171127,city.noida,Want better power supply; say voters in rural Gautam Budh Nagar,0
1823,20171127,entertainment.english.hollywood.news,Gal Gadot tries her hands in bowling,0
1824,20171128,city.jaipur,Rajasthan saves energy worth Rs 144 crore,0
1825,20171129,city.hyderabad,Wooden box of Sadeli craft is PM's special gift to Ivanka,0
1826,20171202,city.kochi,Navy ships are monitoring the seas 24/7; says Vice-Admiral A R Karve; Southern Naval Command,0
1827,20171203,india,90% deaths on roads due to rash driving: NCRB,1
1828,20171208,city.lucknow,BJP fails to repeat assembly; Lok Sabha show on OBC; SC seats,0
1829,20171217,city.jaipur,Panther has moved to hill area: Forest officials,0
1830,20171225,business.india-business,BSA bikes on Indian roads soon? Mahindra's cheeky hint,0
1831,20171226,city.noida,A flashmob in Noida celebrating Talat Mahmood's evergreen songs,0
1832,20171227,city.nagpur,Two health department volunteers caught accepting bribe,0
1833,20171228,city.lucknow,UP to withdraw 22-year-old case against CM Yogi Adityanath,0
1834,20180101,sports.football.epl,Arsenal draw can help West Brom build momentum; says Rodriguez,0
1835,20180102,city.noida,This cycle ride in Noida was dedicated to staying fit in 2018,0
1836,20180104,city.rajkot,Two women molested; accused flee,0
1837,20180105,city.delhi,No out-of-turn membership by Gymkhana Club; rules Delhi HC,0
1838,20180110,city.pune,IMD rules out El Nino possibility till August; signs of normal rains,0
1839,20180111,sports.badminton,Delhi's Tian Houwei stars In 4-1 win over Warriors,0
1840,20180111,city.noida,CRRI roped in to put Ghaziabad roads in order,0
1841,20180114,tv.news.hindi,Bigg Boss 11: Lovebirds Bandagi Kalra and Puneesh Sharma raise the hotness meter with their sensuous water act,0
1842,20180115,city.vijayawada,6 dead in 2 mishaps,0
1843,20180117,citizen-reporter.stories,Encroachment on pavement,0
1844,20180118,city.bhopal,3-D magic on Bhopal walls bring Swach Bharat alive,0
1845,20180119,city.mumbai,Chabad House stands for not just hate but also love; says Israeli PM Benjamin Netanyahu,0
1846,20180120,city.ahmedabad,Downright Awesome: 100 children suffering from down syndrome to participate in cyclothon on Sunday,0
1847,20180120,city.thane,Learn to make flowers out of papers at Happy Streets,0
1848,20180125,city.bengaluru,Bellandur Lake: NGT asks govt for action plan by Monday,0
1849,20180126,citizen-reporter.stories,Pathetic Road Condition,0
1850,20180127,city.mumbai,Worker death: Discharge plea of firm rejected,0
1851,20180129,entertainment.hindi.bollywood.news,Man hurls shoe at actress Tamanna Bhatia in Hyderabad,0
1852,20180129,city.trichy,Works begin for second walking tracks along Uyyakondan,0
1853,20180202,city.mumbai,Woman kills baby boy; buries him with lover's help,0
1854,20180202,city.amaravati,Irked with Budget; N Chandrababu Naidu to review ties with BJP,0
1855,20180204,city.ahmedabad,Adhia to speak on budget; GST at IIM-A,0
1856,20180206,city.agra,govt move to start taj mahotsav with play on ram sparks row,0
1857,20180206,city.goa,Navelim will get new water pipeline: MLA,0
1858,20180206,city.trichy,History-sheeter among 2 murdered in separate incidents,0
1859,20180209,city.mysuru,MCC to put cattle straying on roads in shelter,0
1860,20180212,india,No toilet; HIV+ people being stopped from open defecation,1
1861,20180214,city.goa,Mhadei case: Goa withdraws plea over Kalsa work,0
1862,20180214,home.environment.flora-fauna,Giant London glasshouse to reopen with world's rarest plants,0
1863,20180217,city.puducherry,Narayanasamy welcomes Supreme Court Cauvery verdict,0
1864,20180219,city.chandigarh,Viral photos set off hunt for bird poachers in Faridkot,0
1865,20180221,city.kolkata,Duck; dodge; lift: Kolkata shows off its moves at its first boom barrier,0
1866,20180221,city.chennai,PIL against diversion of Gomukhi stream,0
1867,20180223,city.chennai,Clerical errors deny life convicts early release,0
1868,20180225,city.ahmedabad,Driver took van job with heist in mind,0
1869,20180226,city.nagpur,'Apprise youths of perils of Emergency',0
1870,20180228,city.ahmedabad,doctors at civil remove fetus from seven month old baby girl,0
1871,20180306,city.bengaluru,Ek real katha: Girl offers movie fee to build loos,0
1872,20180307,city.mysuru,Mohan Kumari launches campaign to retain Gundlupet at memorial event for husband,0
1873,20180310,city.pune,Pollution in March spikes after winter-like wind lull,0
1874,20180311,city.shimla,Kullu admn starts removing highway encroachments,0
1875,20180311,city.rajkot,Amreli farmers protest over groundnut procurement at MSP,0
1876,20180312,city.bengaluru,Congress ditches JD(S); fields 3 candidates; BJP picks Rajeev Chandrasekhar,0
1877,20180312,city.ghaziabad,Woman dies after hit on head; daughter booked,0
1878,20180314,city.hyderabad,Despite warning; UoH students stage protest,0
1879,20180315,city.chennai,protest by commuters affects suburban trains on chengalpet tambaram section,0
1880,20180317,city.goa,NGO irked over 'destroyed' bust of Shivaji,0
1881,20180317,city.chandigarh,AAP MLAs dissolve core panel; some seek time to decide next move,0
1882,20180318,city.lucknow,37 IAS; 43 IPS officers shunted out in 3 days,0
1883,20180318,entertainment.hindi.bollywood.news,Taimur Ali Khan is beaming on his day out with dad Saif Ali Khan,0
1884,20180319,city.hyderabad,Wife and lover kill man over affair,0
1885,20180321,city.rajkot,'Govt releasing precious Narmada water into desert',0
1886,20180322,city.lucknow,Women in Lucknow participate in car and two-wheeler rally,0
1887,20180323,city.chandigarh,Negligence led to damage of 20;000 metric tonne of wheat: CAG,0
1888,20180326,citizen-reporter.stories,Garbage on the road not in the dump,0
1889,20180327,entertainment.hindi.bollywood.news,Watch: Akash Ambani and Shloka Mehta's star-studded engagement party,0
1890,20180327,entertainment.english.hollywood.news,John Krasinski related to 'A Quiet Place' on a personal level,0
1891,20180327,city.kolkata,'A homely affair replaced by arms-wielding processions',0
1892,20180329,city.hyderabad,Don't trust KCR: V Hanumanth Rao to Mamata Banerjee,0
1893,20180329,city.jaipur,Three youth killed as two bikes collide in Churu district,0
1894,20180401,city.gurgaon,Fresh tender for Sector 23A road floated,0
1895,20180401,entertainment.hindi.bollywood.news,Pankaj Tripathi: Fame is nice but it is an illusion,0
1896,20180403,city.hyderabad,'Real-time tabs on trucks helped in preventing theft of PDS rice',0
1897,20180406,city.goa,Delhi native assaulted at Siolim,0
1898,20180408,city.jaipur,'Sarv Samaj' calls Bharat Bandh on April 10,0
1899,20180409,city.jaipur,BJP accuses Cong of making false statements,0
1900,20180419,world.europe,India joins UK in slamming Russia for attack on ex-spy,0
1901,20180419,city.gurgaon,gurgaon clinic that erred on twins booked after mom lost baby,0
1902,20180419,city.amritsar,Teen found dead; rape suspected,0
1903,20180420,entertainment.kannada.music,#VoteMaadi: Every single vote counts: Behram Siganporia,0
1904,20180423,city.visakhapatnam,Burning trash is turning off visitors at city's famous Rushikonda beach,0
1905,20180425,city.bhopal,Modi-Shivraj tiles to adorn PM Yojana homes in Madhya Pradesh,0
1906,20180501,city.surat,Surat airport director transferred,0
1907,20180501,business.india-business,Rajkot Oilseeds Complex Open- April 30; 2018,0
1908,20180509,city.ahmedabad,HSRP deadline extended by three months,0
1909,20180509,city.madurai,Elderly woman attacked; robbed of gold jewellery,0
1910,20180514,city.hyderabad,'TJAC to continue to work for people',0
1911,20180515,city.thiruvananthapuram,Good response to TOI TVM Quest,0
1912,20180520,city.chennai,TNPSC probe finds 67 blank answer sheets went missing,0
1913,20180520,city.chandigarh,Servant kills employer's mother & wife in loot bid; held at railway station,0
1914,20180521,city.ahmedabad,Bitcoin case: Will Shailesh Bhatt be booked?,0
1915,20180525,city.trichy,Railways hastens handover of RPF's non-core work to private agencies,0
1916,20180527,world.middle-east,Israeli soldier wounded in West Bank on Thursday dies: Army,0
1917,20180529,city.mumbai,Plan to build 160 toilets on highways,0
1918,20180531,city.jaipur,One killed; 10 injured in clash over land dispute,0
1919,20180531,world.china,China invites UN members to utilise its upcoming space station,0
1920,20180609,citizen-reporter.stories,Garbage outside Vidyavihar west station,0
1921,20180615,city.ahmedabad,dalit boy thrashed by darbar boys horrific video goes viral,0
1922,20180616,city.chennai,T Nagar; home to tinderboxes; to get fire safety plan,0
1923,20180620,tv.news.telugu,Bigg Boss Telugu 2 written update; June 19; 2018: Kaushal's other side gets exposed,0
1924,20180620,city.bhopal,Madhya Pradesh: Crocodiles create quite a flutter at Kaliyasot dam,0
1925,20180620,city.nagpur,BJP's ally trouble surfaces in state with RPI 'concerns',0
1926,20180620,city.chennai,Madras HC dismisses plea challenging election of Dhinakaran from RK Nagar; says no evidence of him bribing voters,0
1927,20180621,city.kolkata,West Bengal: 22 years after death; hospital to pay Rs 19 lakh,0
1928,20180624,city.bhopal,Four including; two children killed in car accident on Indore-Bhopal road,0
1929,20180624,home.education,Fake teachers recruitment case: 60 more headmasters suspended in Mathura,0
1930,20180625,city.coimbatore,Man killed as truck crashes into tea stall,0
1931,20180628,home.science,Why keeping an eye on your kids' phones may be a good idea,0
1932,20180628,city.trichy,Demand for cupping therapy up at Unani unit at MGMGH,0
1933,20180629,entertainment.hindi.bollywood.news,Janhvi Kapoor : 'Dhadak' will give really strong social message,0
1934,20180702,city.mumbai,Jailbird who had pole-vaulted to freedom held after 2 months,0
1935,20180714,sports.cricket.news,Graham Thorpe urges England to keep an 'open mind' against Kuldeep Yadav,0
1936,20180717,city.chandigarh,UT; French cheer for Champions Du Monde,0
1937,20180719,tv.news.hindi,Beyhadh child actor Rakshit enters Mere Sai,0
1938,20180724,city.hyderabad,HC gives Telangana 24 hours to reply on banishing seer,0
1939,20180725,city.patna,'Waterways best option to reduce air pollution',0
1940,20180726,city.jaipur,Barmer lynching: One more held,0
1941,20180730,sports.racing,Hamilton ahead but still focused on catching up,0
1942,20180731,city.lucknow,Roaring rain holds Lucknow to ransom,0
1943,20180801,city.vijayawada,man electrocuted while speaking on mobile phone,0
1944,20180805,city.mumbai,Now; stress-free learning at Maharashtra govt schools,0
1945,20180807,city.nagpur,Inquiry begins against corporators who obstructed demolition drive,0
1946,20180809,city.kanpur,Loads of naach-gaana at this do in Kanpur,0
1947,20180810,city.hubballi,Don't cast a single vote to BJP: Siddaramaiah,0
1948,20180815,city.bengaluru,Karnataka gets 13.5tmcft of Mahadayi water,0
1949,20180821,city.mysuru,Divisions sharpen within Mysuru BJP unit ahead of MCC polls,0
1950,20180821,city.jaipur,Faulty drainage system; encroachments inundate city roads,0
1951,20180821,city.surat,Three flights diverted to Ahmedabad due to bad weather at Surat airport,0
1952,20180822,city.erode,'Lack of data hinders efforts to ensure safety of migrant women',0
1953,20180822,citizen-reporter.stories,Tilting pole,0
1954,20180823,india,Madras HC accepts VHP ritual to reconvert woman,1
1955,20180825,city.lucknow,50% increase in animal waste from slaughter,0
1956,20180825,entertainment.tamil.movies.news,Chekka Chivantha Vaanam' trailer: Mani Ratnam is back and how!,0
1957,20180826,entertainment.kannada.movies.news,Yash to head to Mandya and Dubai for his next,0
1958,20180830,business.india-business,Cases of tax refund double; grievance redressals quicken,0
1959,20180921,citizen-reporter.stories,constant sewage leK,0
1960,20180924,city.kozhikode,Case against Joy Mathew for protesting at SM Street,0
1961,20180924,city.coimbatore,College student drowns in river,0
1962,20180925,life-style.books.features,Wilbur Smith Adventure Writing Prize goes to book set in India,0
1963,20180928,city.agartala,Tripura tribal party plans stir for NRC,0
1964,20180929,city.kolhapur,When women became friends with Mother Nature,0
1965,20180930,city.indore,Hyderabad bound Jet Airways flight makes emergency landing at Indore after engine failure,0
1966,20181001,india,Rafale deal is 'father of Bofors': Sena MP Sanjay Raut,1
1967,20181001,city.indore,dams sept 30 experts underscore need of dam management,0
1968,20181003,home.environment.flora-fauna,2 more Gir lions die; pride under threat,0
1969,20181003,city.nagpur,After 2 yrs delay; DBA voters list full of glitches,0
1970,20181005,city.bengaluru,Female comic threatened with sexual assault,0
1971,20181006,city.nagpur,Physics teacher's e-class honing industry specific skills,0
1972,20181014,city.bengaluru,Right-wing outfits force Jagriti to cancel play,0
1973,20181016,city.chandigarh,Stubble trouble is back in Mohali district,0
1974,20181016,city.guwahati,31 Bangladeshis flee Bengaluru fearing police action; held in Assam,0
1975,20181016,city.ahmedabad,Zika: Gujarat sleeps while Rajasthan battles outbreak,0
1976,20181017,tv.news.marathi,Mazhya Navryachi Bayko written update; October 16; 2018: Shanaya apologizes to Radhika,0
1977,20181023,city.bhopal,BJP gave three OBC CMs in 15 years; Congress yet to find a backward face,0
1978,20181024,city.chennai,Forest personnel to get an annual free health checkup,0
1979,20181028,city.amaravati,TDP chief steals a march over KCR,0
1980,20181028,business.india-business,GST Council met 30 times; took 918 decisions in 2 years: Govt,0
1981,20181029,entertainment.events.delhi,Meenakshi Chaudhary: I'm blessed that I can inspire so many girls to make India proud,0
1982,20181030,elections.assembly-elections.rajasthan,All Hindus must vote for BJP; says Rajasthan minister Dhan Singh Rawat; booked,0
1983,20181031,entertainment.english.hollywood.news,Lucrecia Martel : Was offered 'Black Widow' film by Marvel Studios,0
1984,20181102,city.lucknow,HC orders CBI probe into selection of 68;000 govt teachers,0
1985,20181103,citizen-reporter.stories,illegal posters splashed all over Malad,0
1986,20181105,city.noida,Man caught in clash dies of heart attack in Ghaziabad,0
1987,20181109,city.chandigarh,Cracker ban: 19 FIRs registered in Jalandhar,0
1988,20181110,elections.assembly-elections.telangana,Dissent brews in Congress ranks ahead of ticket distribution today,0
1989,20181114,world.us,PM Narendra Modi meets US Vice President Mike Pence in Singapore,0
1990,20181118,city.thiruvananthapuram,Prime focus on academic interests in varsities: CM Pinarayi Vijayan,0
1991,20181120,best-products.kitchen-and-dining.large-appliances,The best dishwashers to buy for your kitchen,0
1992,20181123,entertainment.hindi.bollywood.news,Priyanka Chopra and Nick Jonas celebrate Thanksgiving in Delhi; See pics,0
1993,20181123,city.thiruvananthapuram,Police arrest two history-sheeters,0
1994,20181129,city.hyderabad,When Rajinikanth; Akshay Kumar and Shankar wowed fans in the city,0
1995,20181209,entertainment.hindi.bollywood.news,Ajay Devgn starrer 'De De Pyaar De' will release on this date!,0
1996,20181217,city.goa,Revised water conservation fees next June,0
1997,20181221,city.delhi,HC relied on SC's findings in 2013 judgment,0
1998,20181228,city.kolhapur,Haphazard parking; not trucks; cause of traffic jams: Traders,0
1999,20181230,city.goa,'Everyone should protect environment': Vijai Sardesai,0
